satisfaction_level,last_evaluation,number_project,sales,salary
0.89,0.57,2,product_mng,low
1,0.87,3,product_mng,medium
0.6,0.73,5,IT,medium
0.7,0.8,4,RandD,medium
0.79,0.81,4,RandD,medium
0.88,0.72,4,RandD,medium
0.87,0.48,4,RandD,medium
0.52,0.58,3,RandD,medium
0.59,0.75,3,RandD,medium
0.64,0.75,4,marketing,medium
0.81,0.83,3,sales,medium
0.87,0.57,3,accounting,medium
0.74,0.61,3,support,medium
0.73,0.89,3,technical,high
0.97,0.58,4,management,high
0.54,0.81,3,marketing,high
0.59,0.55,4,marketing,high
0.99,0.95,3,marketing,high
0.79,0.75,4,sales,high
0.96,0.37,3,sales,high
0.54,0.67,3,sales,high
0.79,0.84,4,sales,low
0.64,0.79,3,sales,low
0.65,0.53,4,sales,low
0.87,0.86,3,sales,low
0.7,0.59,4,sales,low
0.89,0.81,3,sales,low
0.61,0.58,6,sales,low
0.9,0.49,4,sales,low
0.49,0.54,4,sales,medium
0.85,0.97,4,sales,medium
0.54,0.58,3,sales,medium
0.64,0.57,4,sales,medium
0.81,0.77,5,sales,medium
0.49,0.66,3,sales,medium
0.58,0.57,3,sales,medium
0.62,0.49,3,sales,medium
0.8,0.84,3,accounting,medium
0.64,0.64,3,accounting,medium
0.81,0.86,5,accounting,medium
0.8,0.74,3,hr,medium
0.92,0.81,4,hr,medium
0.66,0.98,4,hr,medium
0.79,0.89,3,hr,medium
0.74,0.54,6,technical,medium
0.79,0.74,3,technical,medium
0.87,0.94,3,technical,medium
0.49,0.57,4,technical,medium
0.3,0.44,5,technical,medium
0.85,0.89,4,technical,medium
0.61,0.97,4,technical,medium
0.68,0.55,3,technical,medium
0.67,0.67,4,technical,high
0.63,0.73,5,technical,low
0.63,0.94,4,technical,medium
0.5,0.88,4,support,medium
0.7,0.55,4,support,medium
0.18,0.46,5,support,medium
0.77,0.55,5,support,medium
0.78,0.61,3,support,medium
0.54,0.77,3,support,medium
0.9,0.69,3,support,medium
0.56,0.76,3,support,medium
0.63,0.81,3,support,medium
0.68,0.75,5,support,low
0.96,0.54,3,support,low
0.85,0.87,6,technical,low
0.82,0.66,4,technical,low
0.44,0.39,2,technical,low
0.86,0.97,4,management,low
0.56,0.68,3,IT,low
0.69,0.94,3,IT,high
0.91,0.85,5,IT,low
0.99,0.94,3,IT,high
0.76,0.84,5,IT,high
0.63,0.67,5,product_mng,low
0.21,0.62,4,product_mng,low
0.63,0.43,2,product_mng,high
0.58,0.51,2,product_mng,low
0.52,0.84,4,IT,medium
0.89,0.64,3,RandD,high
0.81,0.81,4,RandD,medium
0.62,0.73,3,RandD,medium
0.83,0.5,4,RandD,medium
0.85,0.99,3,RandD,medium
0.52,0.61,5,marketing,high
0.57,0.97,5,sales,medium
0.93,1,4,accounting,medium
0.78,0.89,3,support,medium
0.65,0.59,3,technical,high
0.42,0.74,5,management,medium
0.22,0.61,6,marketing,high
0.71,0.96,5,marketing,low
0.44,0.68,5,marketing,medium
0.6,0.52,4,sales,medium
0.68,0.61,3,sales,medium
0.53,0.41,2,sales,medium
0.8,0.82,4,sales,low
0.97,0.82,4,sales,low
0.47,0.47,2,sales,low
0.96,0.93,3,sales,low
0.81,0.45,6,sales,low
0.86,0.65,4,sales,low
0.59,0.82,4,sales,low
0.53,0.97,3,sales,low
0.57,0.86,3,sales,low
0.7,0.48,4,sales,low
0.58,0.59,4,sales,high
0.43,0.86,5,sales,low
0.92,0.82,4,sales,low
0.24,0.7,5,sales,low
0.67,0.52,3,sales,low
0.68,0.84,3,sales,high
0.54,0.75,3,accounting,low
0.73,0.63,3,accounting,low
0.59,0.41,4,accounting,low
0.22,0.64,6,hr,high
0.49,0.83,3,hr,low
0.91,1,6,hr,medium
0.18,0.97,4,hr,high
0.71,0.41,5,technical,medium
0.56,0.66,5,technical,high
0.84,0.62,4,technical,medium
0.59,0.49,5,technical,medium
0.88,0.62,4,technical,medium
0.8,0.52,3,technical,medium
0.53,0.63,3,technical,medium
0.53,0.83,3,technical,medium
0.3,0.67,3,technical,medium
0.91,0.7,4,technical,medium
0.32,0.66,5,technical,high
0.73,0.87,3,support,low
0.87,0.54,3,support,medium
0.57,0.73,3,support,medium
0.62,0.94,3,support,medium
0.55,0.91,3,support,medium
0.93,0.57,5,support,medium
0.3,0.47,6,support,medium
0.57,0.7,3,support,medium
0.9,0.85,4,support,medium
0.83,0.79,4,support,medium
0.38,0.64,5,support,high
0.97,0.95,4,technical,low
0.7,1,4,technical,low
0.26,0.73,4,technical,low
0.58,0.58,3,management,high
0.69,0.57,5,IT,low
0.88,0.6,2,IT,low
0.57,0.91,4,IT,low
0.94,0.8,5,IT,high
0.94,0.58,3,IT,low
0.46,0.49,5,product_mng,low
0.49,0.57,2,product_mng,low
0.96,1,5,product_mng,low
0.29,0.95,5,product_mng,low
0.94,0.69,3,IT,low
0.56,0.64,3,RandD,low
0.18,0.49,5,RandD,medium
0.84,0.83,4,RandD,medium
0.58,0.96,3,RandD,medium
0.21,0.6,5,RandD,medium
0.59,0.53,4,marketing,medium
0.66,0.65,3,marketing,medium
0.58,0.82,4,sales,medium
0.66,0.49,4,accounting,medium
0.56,0.78,3,support,medium
0.92,0.78,3,technical,medium
0.56,0.69,3,management,medium
0.57,0.59,4,marketing,medium
0.99,0.79,3,marketing,high
0.76,0.93,4,marketing,low
0.78,0.91,4,sales,medium
0.99,0.48,5,sales,medium
0.71,0.95,6,sales,medium
0.51,0.96,4,sales,medium
0.88,0.82,3,sales,low
0.96,0.83,3,sales,low
0.9,0.64,4,sales,low
0.77,0.51,4,sales,low
0.95,0.5,4,sales,low
0.85,0.67,3,sales,low
0.46,0.79,2,sales,low
0.57,0.95,3,sales,low
0.93,1,3,sales,low
0.78,0.68,5,sales,low
0.68,1,4,sales,low
0.83,0.78,3,sales,low
0.56,0.51,5,sales,low
0.93,0.78,2,sales,low
0.13,0.53,6,sales,low
0.71,0.99,5,accounting,low
0.98,0.74,4,accounting,low
0.83,0.82,3,accounting,low
0.78,0.65,3,hr,low
0.35,0.58,3,hr,low
0.67,0.55,4,hr,low
0.86,0.88,4,hr,medium
0.33,0.61,2,technical,medium
0.3,0.86,6,technical,medium
0.75,0.63,4,technical,medium
0.8,0.98,3,technical,medium
0.98,0.53,5,technical,medium
0.72,0.48,3,technical,medium
0.82,0.52,5,technical,medium
0.91,0.59,3,technical,medium
0.84,0.78,3,technical,medium
0.95,0.74,4,technical,medium
0.53,0.51,6,technical,medium
0.5,0.5,4,support,high
0.36,0.95,6,support,low
0.33,0.38,4,support,medium
0.38,0.47,3,support,medium
0.7,0.9,3,support,medium
0.44,0.45,6,support,medium
0.32,0.66,3,support,low
0.63,0.93,6,support,low
0.56,0.54,3,support,low
0.56,0.78,4,support,low
0.81,0.78,3,support,low
0.89,0.75,3,technical,low
0.63,0.87,2,technical,low
0.64,0.66,5,technical,low
0.46,0.53,3,management,low
0.76,0.56,4,IT,low
0.99,0.71,3,IT,low
0.85,0.76,4,IT,low
0.78,0.99,3,IT,low
0.91,0.56,4,IT,low
0.16,0.57,5,product_mng,low
0.71,0.57,3,product_mng,low
0.92,0.68,5,product_mng,low
0.21,0.98,6,product_mng,low
0.74,0.6,3,IT,low
0.76,0.6,3,RandD,low
0.62,0.95,3,RandD,low
1,0.61,5,RandD,medium
0.67,0.54,5,RandD,medium
0.81,0.87,4,RandD,medium
0.84,0.69,4,marketing,medium
0.84,0.99,3,sales,medium
0.97,0.97,4,accounting,medium
0.7,0.5,6,support,medium
0.52,0.74,4,technical,medium
0.46,0.88,5,management,medium
1,0.87,4,marketing,medium
0.91,0.58,3,marketing,medium
0.16,0.69,4,marketing,medium
0.58,0.62,5,sales,high
0.75,0.61,5,sales,low
0.96,0.62,6,sales,medium
0.92,0.78,4,sales,medium
0.35,0.63,3,sales,medium
0.56,0.96,3,sales,medium
0.27,0.96,3,sales,low
0.66,0.72,5,sales,low
0.66,0.98,4,sales,low
0.98,0.69,3,sales,low
0.51,0.58,4,sales,low
0.51,0.83,3,sales,low
0.53,0.94,4,sales,low
0.69,0.7,4,sales,low
0.66,0.74,4,sales,low
0.89,0.76,3,sales,low
0.74,0.64,3,sales,low
0.82,0.75,4,sales,low
0.66,0.9,3,sales,low
0.59,0.97,3,accounting,low
0.13,0.65,2,accounting,low
0.68,0.74,4,accounting,low
0.5,0.81,3,hr,low
0.6,0.82,3,hr,low
0.87,0.98,3,hr,low
0.51,0.89,6,hr,low
0.78,0.63,3,technical,low
0.66,0.96,4,technical,medium
0.72,0.73,5,technical,medium
0.57,0.98,3,technical,medium
0.5,0.49,4,technical,medium
0.72,0.62,4,technical,medium
0.41,0.48,3,technical,medium
0.55,0.65,5,technical,medium
0.49,0.94,4,technical,medium
0.8,0.94,3,technical,medium
0.78,0.51,3,technical,medium
0.69,0.56,3,support,medium
0.83,0.98,3,support,medium
0.89,0.73,3,support,high
0.94,0.82,3,support,low
0.51,0.53,4,support,medium
0.89,0.9,4,support,medium
0.99,0.69,3,support,medium
0.79,0.66,3,support,medium
0.98,0.97,4,support,low
0.98,0.97,3,support,low
0.97,0.67,4,support,low
0.71,0.71,4,technical,low
0.49,0.6,4,technical,low
0.72,0.71,3,technical,low
0.58,0.61,2,management,low
0.65,1,4,IT,low
0.18,0.55,5,IT,low
0.83,0.99,4,IT,low
0.2,0.76,5,IT,low
0.96,0.93,6,IT,low
0.59,0.69,4,product_mng,low
0.97,0.99,3,product_mng,low
0.14,0.99,6,product_mng,low
0.75,0.96,4,product_mng,low
0.71,0.63,3,IT,low
0.84,0.52,4,RandD,low
0.57,0.75,5,RandD,medium
0.46,0.55,5,RandD,medium
0.77,0.94,4,RandD,medium
0.44,0.65,2,RandD,medium
0.68,0.59,4,marketing,medium
0.94,0.58,4,sales,medium
0.73,0.91,4,accounting,medium
0.51,0.5,5,support,medium
0.93,0.87,4,technical,medium
0.74,1,4,management,medium
0.82,0.9,3,marketing,medium
0.86,0.91,4,marketing,medium
0.99,0.86,4,marketing,high
0.58,0.86,4,sales,low
0.96,0.6,5,sales,medium
0.72,0.67,4,sales,medium
0.23,0.94,4,sales,medium
0.99,0.79,4,sales,medium
0.95,0.58,4,sales,low
0.75,0.55,5,sales,low
0.95,0.54,4,sales,low
0.97,0.84,3,sales,low
0.98,0.86,2,sales,low
0.79,0.98,3,sales,low
0.54,0.91,2,sales,low
0.51,0.51,5,sales,low
0.83,0.91,4,sales,low
0.6,0.7,3,sales,low
0.58,0.83,4,sales,low
0.55,0.68,3,sales,low
0.5,0.64,5,sales,low
0.46,0.41,6,sales,low
0.61,0.82,3,accounting,low
0.91,0.98,4,accounting,low
0.5,0.94,3,accounting,low
0.75,0.82,3,hr,low
0.74,0.87,3,hr,low
0.62,0.53,4,hr,low
0.87,0.76,5,hr,low
0.13,0.72,3,technical,medium
0.71,0.43,2,technical,medium
0.7,0.9,3,technical,medium
0.32,0.87,2,technical,medium
0.84,0.72,3,technical,medium
0.79,0.87,4,technical,medium
0.97,0.64,4,technical,medium
0.76,0.58,5,technical,medium
0.97,0.63,3,technical,medium
0.53,0.4,5,technical,medium
0.61,0.57,4,technical,medium
0.94,0.89,2,support,medium
0.52,0.79,5,support,high
0.91,0.67,3,support,low
0.52,0.63,3,support,medium
0.59,0.68,5,support,medium
0.61,0.71,3,support,medium
0.78,0.78,3,support,medium
0.44,0.67,3,support,low
0.8,0.97,4,support,low
0.54,0.6,4,support,low
0.96,0.91,4,support,low
0.98,0.49,4,technical,low
0.83,0.91,4,technical,low
0.64,0.89,4,technical,low
0.51,0.78,3,management,low
0.31,0.42,2,IT,low
0.53,0.68,3,IT,low
0.81,0.53,3,IT,low
0.17,0.85,3,IT,low
0.72,0.98,3,IT,low
0.49,0.49,2,product_mng,low
0.81,0.95,3,product_mng,low
0.75,0.98,2,product_mng,low
0.74,0.73,3,product_mng,low
0.82,0.73,3,IT,low
0.36,0.4,2,RandD,low
0.89,0.55,3,RandD,low
0.78,0.87,3,RandD,low
0.81,0.56,4,RandD,medium
0.61,0.78,4,RandD,medium
0.23,0.96,4,marketing,medium
0.73,1,4,sales,medium
0.4,0.65,4,accounting,medium
0.99,0.63,5,support,medium
0.62,0.54,4,technical,medium
0.61,0.93,3,management,medium
0.9,0.98,2,marketing,medium
0.93,0.67,4,marketing,medium
0.52,0.75,4,marketing,medium
0.77,0.72,4,sales,medium
0.59,0.76,4,sales,high
0.51,0.59,4,sales,low
0.67,0.95,3,sales,medium
0.95,0.65,3,sales,medium
0.75,0.76,3,sales,medium
0.54,0.61,3,sales,medium
0.45,0.71,2,sales,low
0.66,0.66,4,sales,low
0.36,0.69,3,sales,low
0.3,0.47,6,sales,low
0.61,0.63,4,sales,low
0.71,0.7,4,sales,low
0.6,0.99,4,sales,low
0.19,0.61,3,sales,low
0.91,1,4,sales,medium
0.98,0.69,3,sales,medium
0.9,0.78,3,sales,medium
0.73,0.94,3,sales,medium
0.52,0.56,3,accounting,medium
0.77,0.56,3,accounting,medium
0.98,0.62,3,accounting,medium
0.79,0.5,4,hr,medium
0.73,0.91,3,hr,medium
0.97,0.95,3,hr,medium
0.38,0.6,5,hr,medium
0.59,0.48,5,technical,medium
0.73,0.79,4,technical,medium
0.84,0.53,4,technical,medium
0.61,0.59,4,technical,medium
0.79,0.78,2,technical,medium
0.73,0.91,4,technical,medium
0.22,0.9,4,technical,medium
0.84,0.52,5,technical,medium
0.21,0.85,6,technical,medium
0.44,0.69,2,technical,medium
0.2,0.52,5,technical,medium
0.51,0.86,4,support,medium
0.55,0.98,3,support,medium
0.24,0.38,6,support,medium
0.65,0.77,4,support,high
0.44,0.42,3,support,high
0.98,0.67,4,support,high
0.69,0.8,5,support,high
0.71,0.56,3,support,high
0.54,0.71,5,support,high
0.77,0.98,3,support,high
0.53,0.43,2,support,high
0.64,0.72,3,technical,high
0.69,0.59,5,technical,high
0.93,0.71,5,technical,high
0.58,0.65,3,management,high
0.33,0.46,5,IT,low
0.95,0.57,3,IT,low
0.65,0.9,3,IT,low
0.9,0.7,3,IT,low
0.59,0.8,3,IT,low
0.88,0.55,4,product_mng,low
0.63,0.83,4,product_mng,low
0.53,0.61,4,product_mng,low
0.63,0.64,4,product_mng,low
0.96,0.76,4,IT,low
0.7,0.73,3,RandD,low
0.73,0.36,4,RandD,low
0.94,0.8,4,RandD,low
0.82,0.58,5,RandD,low
0.44,0.63,3,RandD,low
0.58,0.9,5,marketing,medium
0.55,0.97,2,sales,medium
0.92,0.84,3,accounting,medium
0.91,0.59,4,support,medium
0.69,0.61,4,technical,medium
0.23,0.7,4,management,medium
0.21,0.81,4,marketing,medium
0.51,0.6,4,marketing,medium
0.73,0.74,3,marketing,medium
0.65,0.67,3,sales,medium
0.64,0.48,2,sales,medium
0.77,0.49,3,sales,medium
0.71,0.79,4,sales,high
0.2,0.38,6,sales,high
0.99,0.57,4,sales,high
0.77,0.57,4,sales,high
0.8,0.56,2,sales,high
0.97,0.5,4,sales,high
0.89,0.53,4,sales,high
0.97,0.7,4,sales,high
0.23,0.99,5,sales,low
0.6,0.75,4,sales,low
0.52,0.63,5,sales,low
0.86,0.63,3,sales,low
0.86,0.95,4,sales,low
0.76,0.58,3,sales,low
0.79,0.77,6,sales,low
0.35,0.52,3,sales,low
1,0.97,5,accounting,medium
0.2,0.8,6,accounting,medium
0.57,0.62,5,accounting,medium
0.23,0.46,4,hr,medium
0.82,0.97,3,hr,medium
0.98,0.8,3,hr,medium
0.52,0.7,4,hr,medium
0.96,0.61,4,technical,medium
0.69,0.64,4,technical,medium
0.92,0.77,5,technical,medium
0.91,0.43,4,technical,medium
0.85,0.96,4,technical,medium
0.91,0.77,4,technical,medium
0.79,0.55,4,technical,medium
0.74,0.95,3,technical,medium
0.73,0.72,3,technical,medium
0.55,0.98,4,technical,medium
0.79,0.97,5,technical,medium
0.53,0.51,4,support,medium
0.7,0.6,3,support,medium
0.74,0.56,3,support,medium
0.95,0.76,4,support,medium
0.49,0.57,4,support,medium
0.79,0.9,5,support,high
0.99,0.86,3,support,low
0.56,0.79,4,support,medium
0.7,0.79,4,support,medium
0.93,0.65,4,support,medium
0.46,0.66,6,support,medium
0.24,0.61,5,technical,medium
0.32,0.41,3,technical,medium
0.5,0.78,4,technical,medium
0.58,0.72,3,management,medium
0.83,0.81,4,IT,medium
0.57,0.42,2,IT,medium
0.51,0.83,5,IT,low
0.65,0.96,2,IT,low
0.52,0.41,3,IT,low
0.77,0.7,3,product_mng,low
0.42,0.77,3,product_mng,low
0.68,0.79,4,product_mng,low
0.83,0.92,4,product_mng,low
0.66,0.63,3,IT,high
0.75,0.57,3,RandD,low
0.65,0.48,4,RandD,high
0.49,0.6,3,RandD,high
0.77,0.96,3,RandD,low
0.65,0.97,3,RandD,low
0.65,0.49,5,marketing,high
0.44,0.58,2,sales,low
0.61,0.72,4,accounting,medium
0.98,0.89,3,support,high
0.68,0.88,5,technical,medium
0.58,0.5,3,management,medium
0.81,0.92,3,marketing,medium
0.76,0.5,4,marketing,medium
0.14,0.93,4,marketing,high
0.49,0.91,3,sales,medium
0.97,0.78,5,sales,medium
0.91,0.6,4,sales,medium
0.15,0.98,2,sales,high
0.82,0.63,3,sales,medium
0.67,0.87,3,sales,high
0.5,0.96,4,sales,low
0.57,0.39,2,sales,medium
0.99,0.94,5,sales,medium
0.97,0.94,3,sales,medium
0.93,0.58,5,sales,medium
0.62,0.6,4,sales,low
0.62,0.51,4,sales,low
0.96,0.61,4,sales,low
0.98,0.96,4,sales,low
0.52,0.57,4,sales,low
0.56,0.77,5,sales,low
0.14,0.41,6,sales,low
0.29,0.38,6,sales,low
0.76,0.81,4,accounting,low
0.39,0.58,3,accounting,low
0.96,0.72,4,accounting,high
0.84,0.93,3,hr,low
0.81,0.62,4,hr,low
0.51,0.51,5,hr,low
0.87,0.75,3,hr,low
0.94,0.77,5,technical,high
0.69,0.97,4,technical,low
0.44,0.53,3,technical,low
0.85,0.55,5,technical,low
0.18,0.86,6,technical,high
0.91,0.74,6,technical,low
0.81,0.83,3,technical,medium
0.82,0.59,5,technical,high
0.48,0.79,3,technical,medium
0.92,0.84,3,technical,high
0.94,0.88,5,technical,medium
1,0.56,3,support,medium
0.96,0.91,3,support,medium
0.24,0.74,3,support,medium
0.62,0.89,5,support,medium
0.55,0.76,4,support,medium
0.82,0.52,5,support,medium
0.62,0.56,4,support,medium
0.61,0.69,4,support,high
0.72,0.52,3,support,low
0.45,0.76,4,support,medium
0.51,0.93,3,support,medium
0.42,0.53,3,technical,medium
0.69,0.64,3,technical,medium
0.61,0.66,2,technical,medium
0.5,0.98,5,management,medium
0.25,0.68,4,IT,medium
0.88,0.89,4,IT,medium
0.81,0.66,3,IT,medium
0.75,0.77,3,IT,high
0.77,0.8,3,IT,low
0.55,0.72,3,product_mng,low
0.7,0.73,5,product_mng,low
0.96,0.78,3,product_mng,high
0.18,0.73,6,product_mng,low
0.22,0.62,6,IT,low
0.95,0.49,3,RandD,low
0.37,0.71,2,RandD,high
0.84,0.45,3,RandD,low
0.8,0.68,3,RandD,low
0.57,0.55,2,RandD,low
0.98,0.63,3,marketing,low
0.95,0.62,3,sales,low
0.8,0.65,4,accounting,low
0.52,0.7,3,support,low
0.31,0.62,2,technical,medium
0.71,0.59,5,management,medium
0.71,0.85,3,marketing,medium
0.5,0.96,5,marketing,medium
0.95,0.9,2,marketing,medium
0.95,0.77,3,sales,medium
0.65,0.85,4,sales,medium
0.94,0.72,3,sales,medium
0.72,0.85,4,sales,medium
0.94,0.79,4,sales,medium
0.79,0.94,4,sales,medium
0.6,0.58,3,sales,medium
0.62,0.76,4,sales,high
0.94,0.74,4,sales,low
0.24,0.5,4,sales,medium
0.17,0.71,5,sales,medium
0.66,0.83,4,sales,medium
0.65,0.56,3,sales,medium
0.51,0.62,2,sales,low
0.41,0.75,4,sales,low
0.98,0.99,3,sales,low
0.96,0.55,5,sales,low
0.55,0.97,4,sales,low
0.99,0.71,4,sales,low
0.51,0.98,4,accounting,low
0.74,0.9,3,accounting,low
0.81,0.87,5,accounting,low
0.51,0.87,3,hr,low
0.53,0.55,5,hr,low
0.67,0.48,6,hr,low
0.68,0.64,2,hr,low
0.69,0.63,3,technical,low
0.71,0.65,4,technical,low
0.64,0.56,3,technical,low
0.62,0.58,3,technical,low
0.81,0.5,4,technical,low
0.84,0.54,4,technical,low
1,0.67,3,technical,low
0.72,0.73,5,technical,low
0.57,0.67,3,technical,medium
0.73,0.99,4,technical,medium
0.91,0.59,4,technical,medium
0.98,0.85,4,support,medium
0.58,0.95,4,support,medium
0.73,0.52,2,support,medium
0.96,0.95,3,support,medium
0.57,0.98,3,support,medium
0.77,0.73,3,support,medium
0.3,0.85,2,support,medium
0.85,0.75,3,support,medium
0.49,0.83,2,support,medium
0.77,0.43,4,support,high
1,0.99,4,support,low
0.85,0.74,3,technical,medium
0.87,0.75,3,technical,medium
0.9,0.79,3,technical,medium
0.71,0.8,5,management,medium
0.59,0.56,5,IT,low
0.85,0.74,3,IT,low
0.72,0.82,4,IT,low
0.73,0.65,3,IT,low
0.9,0.54,3,IT,low
0.59,0.65,4,product_mng,low
0.52,0.9,3,product_mng,low
0.85,0.49,4,product_mng,low
0.35,0.4,3,product_mng,low
0.7,0.68,3,IT,low
0.58,0.86,3,RandD,low
0.89,0.5,2,RandD,low
0.54,0.63,3,RandD,low
0.55,0.89,4,RandD,low
0.77,0.62,5,RandD,low
0.55,0.61,4,marketing,low
0.6,0.77,3,sales,low
0.75,0.9,4,accounting,low
0.57,0.88,3,support,low
0.69,0.94,4,technical,low
0.87,0.98,4,management,low
0.69,0.36,5,marketing,medium
0.58,0.92,3,marketing,medium
0.87,0.64,2,marketing,medium
0.71,0.77,3,sales,medium
0.74,0.78,4,sales,medium
0.75,0.53,5,sales,medium
0.5,0.54,2,sales,medium
0.59,0.86,4,sales,medium
0.81,0.84,3,sales,medium
0.34,0.55,3,sales,medium
0.53,0.87,5,sales,medium
0.94,0.85,4,sales,medium
0.76,0.77,5,sales,high
0.2,0.58,5,sales,low
0.97,0.67,3,sales,medium
0.96,0.72,3,sales,medium
0.81,0.5,5,sales,medium
0.2,0.48,4,sales,medium
0.53,0.71,3,sales,low
0.75,0.76,3,sales,low
0.55,0.91,4,sales,low
0.58,0.65,5,sales,low
0.99,0.64,4,accounting,low
0.96,0.86,4,accounting,low
0.82,0.92,3,accounting,low
0.88,0.77,4,hr,low
0.78,0.97,4,hr,low
0.46,0.47,6,hr,low
0.88,0.59,3,hr,low
0.91,0.55,3,technical,low
0.6,0.68,4,technical,low
0.82,0.51,3,technical,low
0.67,0.56,4,technical,low
0.55,0.61,3,technical,low
0.73,0.62,5,technical,low
0.59,0.68,4,technical,low
0.4,0.65,6,technical,low
0.56,0.99,3,technical,low
0.87,0.57,4,technical,low
0.5,0.53,5,technical,medium
0.98,0.79,4,support,medium
0.71,0.96,4,support,medium
0.72,0.89,4,support,medium
0.5,0.83,4,support,medium
0.89,0.56,3,support,medium
0.56,0.68,3,support,medium
0.32,0.55,4,support,medium
0.96,0.88,5,support,medium
0.67,0.92,4,support,medium
0.26,0.7,3,support,medium
0.51,0.9,5,support,medium
0.16,0.78,4,technical,high
0.77,0.71,5,technical,low
0.67,0.52,2,technical,medium
0.36,0.77,4,management,medium
0.69,0.82,3,IT,medium
0.72,0.76,3,IT,medium
0.72,0.81,4,IT,low
0.88,0.95,4,IT,low
0.91,0.55,2,IT,low
0.96,0.6,4,product_mng,low
0.49,0.8,3,product_mng,low
0.59,0.97,5,product_mng,low
0.8,0.87,4,product_mng,low
0.91,0.67,4,IT,low
0.18,0.79,4,RandD,low
0.94,0.58,5,RandD,low
0.44,0.61,3,RandD,low
0.96,0.59,2,RandD,low
0.55,0.97,4,RandD,low
0.99,0.54,4,marketing,low
0.75,0.88,3,sales,low
0.66,0.78,4,accounting,low
0.96,0.57,3,support,low
0.6,0.86,6,technical,low
0.64,0.78,4,management,medium
0.85,0.8,4,marketing,medium
0.3,0.53,3,marketing,medium
0.74,0.95,4,marketing,medium
0.14,0.8,5,sales,medium
0.93,0.76,3,sales,medium
0.75,0.48,3,sales,medium
0.58,0.63,4,sales,medium
0.59,0.6,3,sales,medium
0.2,0.9,5,sales,medium
1,0.84,3,sales,medium
0.51,0.51,3,sales,medium
0.16,0.72,4,sales,high
0.77,0.56,5,sales,low
0.61,0.47,2,sales,medium
0.73,0.51,3,sales,medium
0.52,0.85,4,sales,medium
0.13,0.72,4,sales,medium
0.73,0.62,3,sales,low
0.39,0.68,2,sales,low
0.92,0.8,3,sales,low
0.34,0.78,5,sales,low
0.94,0.51,4,sales,low
0.82,0.65,4,accounting,low
0.26,0.69,4,accounting,low
0.78,0.53,4,accounting,low
0.61,0.95,4,hr,low
0.5,0.53,3,hr,low
0.52,0.96,4,hr,low
0.89,0.79,4,hr,low
0.85,0.52,4,technical,low
0.62,0.86,4,technical,low
0.38,0.67,2,technical,low
0.55,0.49,2,technical,low
0.83,0.84,4,technical,low
0.62,0.65,3,technical,low
0.6,0.54,3,technical,low
0.62,0.5,4,technical,low
0.23,0.88,5,technical,low
0.13,0.74,6,technical,medium
0.96,0.63,4,technical,medium
0.5,0.74,5,support,medium
0.66,0.72,3,support,medium
0.61,0.72,4,support,medium
0.45,0.48,5,support,medium
0.5,0.95,4,support,medium
0.75,0.82,3,support,medium
0.88,0.5,4,support,medium
0.49,0.79,5,support,medium
0.82,0.87,5,support,medium
0.92,0.65,4,support,medium
0.4,0.85,5,support,high
0.36,0.61,4,technical,low
0.8,0.99,5,technical,medium
0.68,0.65,4,technical,medium
0.54,0.45,4,management,medium
0.73,0.69,3,IT,medium
0.64,0.49,5,IT,low
0.12,0.39,5,IT,low
0.6,0.7,4,IT,low
0.36,0.62,4,IT,low
0.63,0.76,3,product_mng,low
0.67,0.94,2,product_mng,low
0.83,0.9,3,product_mng,low
0.48,0.9,4,product_mng,low
0.89,0.56,4,IT,low
0.71,0.96,3,RandD,low
0.31,0.59,4,RandD,low
0.89,0.84,5,RandD,low
0.38,0.51,2,RandD,low
0.88,0.92,3,RandD,low
0.64,0.85,3,marketing,low
0.65,0.74,4,sales,low
0.65,0.81,4,accounting,low
0.54,0.97,4,support,low
0.69,0.76,4,technical,low
0.77,0.78,2,management,low
0.28,0.66,3,marketing,low
0.33,0.4,6,marketing,medium
0.83,0.68,4,marketing,medium
0.89,0.73,3,sales,medium
0.76,0.6,5,sales,medium
0.83,0.64,5,sales,medium
0.57,0.85,4,sales,medium
0.61,0.89,2,sales,medium
0.96,0.89,2,sales,medium
0.17,0.5,4,sales,medium
0.61,0.6,4,sales,medium
0.73,0.74,5,sales,medium
0.3,0.39,3,sales,medium
0.42,0.67,2,sales,high
0.65,0.75,3,sales,low
0.17,0.45,2,sales,medium
0.12,0.82,5,sales,medium
0.7,0.78,5,sales,medium
0.87,0.88,3,sales,medium
0.43,0.44,5,sales,low
0.84,0.65,3,sales,low
0.94,0.55,3,sales,low
0.89,0.76,4,accounting,low
0.69,0.75,5,accounting,low
0.18,0.99,4,accounting,low
0.98,0.69,3,hr,low
0.3,0.88,5,hr,low
0.51,0.53,3,hr,medium
0.76,0.9,3,hr,medium
0.67,0.96,4,technical,medium
0.12,0.84,4,technical,medium
0.42,0.41,5,technical,medium
0.69,0.76,3,technical,medium
0.63,0.96,3,technical,medium
0.66,0.62,2,technical,medium
0.5,0.5,3,technical,medium
0.67,0.82,5,technical,medium
0.59,0.62,4,technical,medium
0.75,0.78,2,technical,medium
0.88,0.89,5,technical,medium
0.99,0.75,3,support,medium
0.44,0.42,2,support,medium
0.65,0.78,4,support,medium
0.88,0.63,3,support,medium
0.58,0.79,2,support,medium
0.99,0.9,4,support,medium
0.76,0.71,3,support,medium
0.14,0.98,5,support,medium
